Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn)
Oslo - Bygdøy Ii;SN18810;07.09.2024;25,5
Oslo - Hovin;SN18210;07.09.2024;24,3
Stavanger - Våland;SN44640;07.09.2024;26
Lade;SN68050;07.09.2024;23,5
Åsane;SN50810;07.09.2024;25,2
Skredderdalen;SN50570;07.09.2024;22,1
Bergen - Florida;SN50540;07.09.2024;26,1
Bergen - Florida Uib;SN50539;07.09.2024;26,3
Gullfjellet;SN50865;07.09.2024;23,6
Sædalen;SN50503;07.09.2024;25
Flesland;SN50500;07.09.2024;24,4
E18 Hjortnes;SN18690;08.09.2024;22,5
Oslo - Blindern;SN18700;08.09.2024;21,2
Oslo - Bygdøy Ii;SN18810;08.09.2024;21,9
Oslo - Hovin;SN18210;08.09.2024;21,6
Stavanger - Våland;SN44640;08.09.2024;22,4
Lade;SN68050;08.09.2024;24,5
Åsane;SN50810;08.09.2024;22,3
Skredderdalen;SN50570;08.09.2024;22,1
Bergen - Florida;SN50540;08.09.2024;23,9
Bergen - Florida Uib;SN50539;08.09.2024;23,9
Gullfjellet;SN50865;08.09.2024;21,6
Sædalen;SN50503;08.09.2024;22,8
Flesland;SN50500;08.09.2024;21,2
E18 Hjortnes;SN18690;09.09.2024;21,4
Oslo - Blindern;SN18700;09.09.2024;20,4
Oslo - Bygdøy Ii;SN18810;09.09.2024;20,2
Oslo - Hovin;SN18210;09.09.2024;19,8
Stavanger - Våland;SN44640;09.09.2024;18
Lade;SN68050;09.09.2024;23,6
Åsane;SN50810;09.09.2024;17,8
Skredderdalen;SN50570;09.09.2024;16,3
Bergen - Florida;SN50540;09.09.2024;18,6
Bergen - Florida Uib;SN50539;09.09.2024;18,7
Gullfjellet;SN50865;09.09.2024;18
Sædalen;SN50503;09.09.2024;17,7
Flesland;SN50500;09.09.2024;17,4
E18 Hjortnes;SN18690;10.09.2024;17,7
Oslo - Blindern;SN18700;10.09.2024;17,6
Oslo - Bygdøy Ii;SN18810;10.09.2024;18
Oslo - Hovin;SN18210;10.09.2024;16,8
Stavanger - Våland;SN44640;10.09.2024;12,8
Lade;SN68050;10.09.2024;13,4
Åsane;SN50810;10.09.2024;12,9
Skredderdalen;SN50570;10.09.2024;11,3
Bergen - Florida;SN50540;10.09.2024;14,4
Bergen - Florida Uib;SN50539;10.09.2024;14,3
Gullfjellet;SN50865;10.09.2024;11,2
Sædalen;SN50503;10.09.2024;12,5
Flesland;SN50500;10.09.2024;12,8
E18 Hjortnes;SN18690;11.09.2024;16,1
Oslo - Blindern;SN18700;11.09.2024;15,3
Oslo - Bygdøy Ii;SN18810;11.09.2024;16
Oslo - Hovin;SN18210;11.09.2024;15,1
Stavanger - Våland;SN44640;11.09.2024;12
Lade;SN68050;11.09.2024;16,6
Åsane;SN50810;11.09.2024;12
Skredderdalen;SN50570;11.09.2024;10,1
Bergen - Florida;SN50540;11.09.2024;12,5
Bergen - Florida Uib;SN50539;11.09.2024;12,5
Gullfjellet;SN50865;11.09.2024;9,8
Sædalen;SN50503;11.09.2024;10,5
Flesland;SN50500;11.09.2024;12,6
E18 Hjortnes;SN18690;12.09.2024;17
Oslo - Blindern;SN18700;12.09.2024;17,2
Oslo - Bygdøy Ii;SN18810;12.09.2024;17,6
Oslo - Hovin;SN18210;12.09.2024;16,5
Stavanger - Våland;SN44640;12.09.2024;14,4
Lade;SN68050;12.09.2024;16,5
Åsane;SN50810;12.09.2024;11,2
Skredderdalen;SN50570;12.09.2024;10,8
Bergen - Florida;SN50540;12.09.2024;13,5
Bergen - Florida Uib;SN50539;12.09.2024;13,6
Gullfjellet;SN50865;12.09.2024;8,5
Sædalen;SN50503;12.09.2024;11,6
Flesland;SN50500;12.09.2024;11,9
E18 Hjortnes;SN18690;13.09.2024;16,9
Oslo - Blindern;SN18700;13.09.2024;17,2
Oslo - Bygdøy Ii;SN18810;13.09.2024;17,1
Oslo - Hovin;SN18210;13.09.2024;15,8
Stavanger - Våland;SN44640;13.09.2024;13,8
Lade;SN68050;13.09.2024;14,9
Åsane;SN50810;13.09.2024;11,6
Skredderdalen;SN50570;13.09.2024;10,2
Bergen - Florida;SN50540;13.09.2024;12,9
Bergen - Florida Uib;SN50539;13.09.2024;12,8
Gullfjellet;SN50865;13.09.2024;9,5
Sædalen;SN50503;13.09.2024;11,8
Flesland;SN50500;13.09.2024;11,9
E18 Hjortnes;SN18690;14.09.2024;16,2
Oslo - Blindern;SN18700;14.09.2024;16,5
Oslo - Bygdøy Ii;SN18810;14.09.2024;16,6
Oslo - Hovin;SN18210;14.09.2024;15,5
Stavanger - Våland;SN44640;14.09.2024;15,3
Lade;SN68050;14.09.2024;14,3
Åsane;SN50810;14.09.2024;13,3
Skredderdalen;SN50570;14.09.2024;12,5
Bergen - Florida;SN50540;14.09.2024;14,3
Bergen - Florida Uib;SN50539;14.09.2024;14,3
Gullfjellet;SN50865;14.09.2024;11,2
Sædalen;SN50503;14.09.2024;12,3
Flesland;SN50500;14.09.2024;13,4
E18 Hjortnes;SN18690;15.09.2024;16,3
Oslo - Blindern;SN18700;15.09.2024;16,8
Oslo - Bygdøy Ii;SN18810;15.09.2024;17,3
Oslo - Hovin;SN18210;15.09.2024;16,3
Stavanger - Våland;SN44640;15.09.2024;16,1
Lade;SN68050;15.09.2024;17,9
Åsane;SN50810;15.09.2024;14,6
Skredderdalen;SN50570;15.09.2024;13,4
Bergen - Florida;SN50540;15.09.2024;15,4
Bergen - Florida Uib;SN50539;15.09.2024;15,4
Gullfjellet;SN50865;15.09.2024;12,9
Sædalen;SN50503;15.09.2024;13,5
Flesland;SN50500;15.09.2024;15
E18 Hjortnes;SN18690;16.09.2024;16,7
Oslo - Blindern;SN18700;16.09.2024;17,1
Oslo - Bygdøy Ii;SN18810;16.09.2024;17,8
Oslo - Hovin;SN18210;16.09.2024;16,8
Stavanger - Våland;SN44640;16.09.2024;17,2
Lade;SN68050;16.09.2024;14,6
Åsane;SN50810;16.09.2024;13,8
Skredderdalen;SN50570;16.09.2024;12,6
Bergen - Florida;SN50540;16.09.2024;16,6
Bergen - Florida Uib;SN50539;16.09.2024;16,5
Gullfjellet;SN50865;16.09.2024;12,1
Sædalen;SN50503;16.09.2024;15
Flesland;SN50500;16.09.2024;14,2
E18 Hjortnes;SN18690;17.09.2024;18,2
Oslo - Blindern;SN18700;17.09.2024;18
Oslo - Bygdøy Ii;SN18810;17.09.2024;17,6
Oslo - Hovin;SN18210;17.09.2024;17,7
Stavanger - Våland;SN44640;17.09.2024;16,8
Lade;SN68050;17.09.2024;16,2
Åsane;SN50810;17.09.2024;14,3
Skredderdalen;SN50570;17.09.2024;13,4
Bergen - Florida;SN50540;17.09.2024;15,4
Bergen - Florida Uib;SN50539;17.09.2024;15,4
Gullfjellet;SN50865;17.09.2024;13,7
Sædalen;SN50503;17.09.2024;14,3
Flesland;SN50500;17.09.2024;14,5
Oslo - Blindern;SN18700;18.09.2024;20,1
Oslo - Bygdøy Ii;SN18810;18.09.2024;19,4
Oslo - Hovin;SN18210;18.09.2024;19,5
Stavanger - Våland;SN44640;18.09.2024;19,7
Lade;SN68050;18.09.2024;16,6
Åsane;SN50810;18.09.2024;22,3
Skredderdalen;SN50570;18.09.2024;15,8
Bergen - Florida;SN50540;18.09.2024;22,6
Bergen - Florida Uib;SN50539;18.09.2024;22,6
Gullfjellet;SN50865;18.09.2024;20,2
Sædalen;SN50503;18.09.2024;21,7
Flesland;SN50500;18.09.2024;20,3
Oslo - Blindern;SN18700;19.09.2024;21,1
Oslo - Bygdøy Ii;SN18810;19.09.2024;20,6
Oslo - Hovin;SN18210;19.09.2024;20,3
Stavanger - Våland;SN44640;19.09.2024;20,3
Lade;SN68050;19.09.2024;18,7
Åsane;SN50810;19.09.2024;19,9
Skredderdalen;SN50570;19.09.2024;16,9
Bergen - Florida;SN50540;19.09.2024;21,9
Bergen - Florida Uib;SN50539;19.09.2024;22
Gullfjellet;SN50865;19.09.2024;18,9
Sædalen;SN50503;19.09.2024;20,3
Flesland;SN50500;19.09.2024;19,2
E18 Hjortnes;SN18690;20.09.2024;16,2
Oslo - Blindern;SN18700;20.09.2024;14,8
Oslo - Bygdøy Ii;SN18810;20.09.2024;13,8
Oslo - Hovin;SN18210;20.09.2024;15,9
Stavanger - Våland;SN44640;20.09.2024;20,4
Lade;SN68050;20.09.2024;14,2
Åsane;SN50810;20.09.2024;19
Skredderdalen;SN50570;20.09.2024;15,5
Bergen - Florida;SN50540;20.09.2024;19,8
Bergen - Florida Uib;SN50539;20.09.2024;19,8
Gullfjellet;SN50865;20.09.2024;18,2
Sædalen;SN50503;20.09.2024;19,5
Flesland;SN50500;20.09.2024;18
E18 Hjortnes;SN18690;21.09.2024;15,7
Oslo - Blindern;SN18700;21.09.2024;14,7
Oslo - Bygdøy Ii;SN18810;21.09.2024;15,1
Oslo - Hovin;SN18210;21.09.2024;14,3
Stavanger - Våland;SN44640;21.09.2024;20,1
Lade;SN68050;21.09.2024;13,8
Åsane;SN50810;21.09.2024;19,8
Skredderdalen;SN50570;21.09.2024;13,4
Bergen - Florida;SN50540;21.09.2024;18,5
Bergen - Florida Uib;SN50539;21.09.2024;18,4
Gullfjellet;SN50865;21.09.2024;19
Sædalen;SN50503;21.09.2024;19,8
Flesland;SN50500;21.09.2024;16,8
E18 Hjortnes;SN18690;22.09.2024;17,3
Oslo - Blindern;SN18700;22.09.2024;16,2
Oslo - Bygdøy Ii;SN18810;22.09.2024;16,8
Oslo - Hovin;SN18210;22.09.2024;16,3
Stavanger - Våland;SN44640;22.09.2024;17,4
Lade;SN68050;22.09.2024;9,8
Åsane;SN50810;22.09.2024;14,3
Skredderdalen;SN50570;22.09.2024;13,3
Bergen - Florida;SN50540;22.09.2024;16,1
Bergen - Florida Uib;SN50539;22.09.2024;16,1
Gullfjellet;SN50865;22.09.2024;14,1
Sædalen;SN50503;22.09.2024;14
Flesland;SN50500;22.09.2024;14,4
E18 Hjortnes;SN18690;23.09.2024;16,5
Oslo - Blindern;SN18700;23.09.2024;16,8
Oslo - Bygdøy Ii;SN18810;23.09.2024;17
Oslo - Hovin;SN18210;23.09.2024;16,5
Stavanger - Våland;SN44640;23.09.2024;16,5
Lade;SN68050;23.09.2024;10,2
Åsane;SN50810;23.09.2024;14
Skredderdalen;SN50570;23.09.2024;12,7
Bergen - Florida;SN50540;23.09.2024;15,3
Bergen - Florida Uib;SN50539;23.09.2024;15,3
Gullfjellet;SN50865;23.09.2024;11,5
Sædalen;SN50503;23.09.2024;13,9
Flesland;SN50500;23.09.2024;14,2
E18 Hjortnes;SN18690;24.09.2024;16,2
Oslo - Blindern;SN18700;24.09.2024;15,6
Oslo - Bygdøy Ii;SN18810;24.09.2024;16
Oslo - Hovin;SN18210;24.09.2024;15,8
Stavanger - Våland;SN44640;24.09.2024;13,3
Lade;SN68050;24.09.2024;9,6
Åsane;SN50810;24.09.2024;13,8
Skredderdalen;SN50570;24.09.2024;12,1
Bergen - Florida;SN50540;24.09.2024;15
Bergen - Florida Uib;SN50539;24.09.2024;15,2
Gullfjellet;SN50865;24.09.2024;11,8
Sædalen;SN50503;24.09.2024;13,9
Flesland;SN50500;24.09.2024;13,5
E18 Hjortnes;SN18690;25.09.2024;15,7
Oslo - Blindern;SN18700;25.09.2024;15,7
Oslo - Bygdøy Ii;SN18810;25.09.2024;15,9
Oslo - Hovin;SN18210;25.09.2024;15,6
Stavanger - Våland;SN44640;25.09.2024;13,6
Lade;SN68050;25.09.2024;8,7
Åsane;SN50810;25.09.2024;11,7
Skredderdalen;SN50570;25.09.2024;10,5
Bergen - Florida;SN50540;25.09.2024;13
Bergen - Florida Uib;SN50539;25.09.2024;13
Gullfjellet;SN50865;25.09.2024;9,7
Sædalen;SN50503;25.09.2024;11,2
Flesland;SN50500;25.09.2024;12,8
E18 Hjortnes;SN18690;26.09.2024;14,6
Oslo - Blindern;SN18700;26.09.2024;13,2
Oslo - Bygdøy Ii;SN18810;26.09.2024;13,9
Oslo - Hovin;SN18210;26.09.2024;12,8
Stavanger - Våland;SN44640;26.09.2024;14,2
Lade;SN68050;26.09.2024;10,9
Åsane;SN50810;26.09.2024;12,5
Skredderdalen;SN50570;26.09.2024;10,2
Bergen - Florida;SN50540;26.09.2024;14,1
Bergen - Florida Uib;SN50539;26.09.2024;14,1
Gullfjellet;SN50865;26.09.2024;10,1
Sædalen;SN50503;26.09.2024;12,6
Flesland;SN50500;26.09.2024;12,4
E18 Hjortnes;SN18690;27.09.2024;13,4
Oslo - Blindern;SN18700;27.09.2024;12,5
Oslo - Bygdøy Ii;SN18810;27.09.2024;12,8
Oslo - Hovin;SN18210;27.09.2024;12,3
Stavanger - Våland;SN44640;27.09.2024;13,1
Lade;SN68050;27.09.2024;9,4
Åsane;SN50810;27.09.2024;11,1
Skredderdalen;SN50570;27.09.2024;9,5
Bergen - Florida;SN50540;27.09.2024;13,3
Bergen - Florida Uib;SN50539;27.09.2024;13,3
Gullfjellet;SN50865;27.09.2024;9,1
Sædalen;SN50503;27.09.2024;11,4
Flesland;SN50500;27.09.2024;11,8
E18 Hjortnes;SN18690;28.09.2024;13,3
Oslo - Blindern;SN18700;28.09.2024;13,3
Oslo - Bygdøy Ii;SN18810;28.09.2024;13,3
Oslo - Hovin;SN18210;28.09.2024;12,3
Stavanger - Våland;SN44640;28.09.2024;10,6
Lade;SN68050;28.09.2024;6,4
Åsane;SN50810;28.09.2024;7,3
Skredderdalen;SN50570;28.09.2024;6,2
Bergen - Florida;SN50540;28.09.2024;9,9
Bergen - Florida Uib;SN50539;28.09.2024;9,9
Gullfjellet;SN50865;28.09.2024;5,1
Sædalen;SN50503;28.09.2024;7,9
Flesland;SN50500;28.09.2024;9,6
E18 Hjortnes;SN18690;29.09.2024;12,7
Oslo - Blindern;SN18700;29.09.2024;13
Oslo - Bygdøy Ii;SN18810;29.09.2024;12,6
Oslo - Hovin;SN18210;29.09.2024;11,9
Stavanger - Våland;SN44640;29.09.2024;10,6
Lade;SN68050;29.09.2024;7,2
Åsane;SN50810;29.09.2024;10,3
Skredderdalen;SN50570;29.09.2024;8,6
Bergen - Florida;SN50540;29.09.2024;10,4
Bergen - Florida Uib;SN50539;29.09.2024;10,4
Gullfjellet;SN50865;29.09.2024;6,7
Sædalen;SN50503;29.09.2024;7,9
Flesland;SN50500;29.09.2024;9,2
E18 Hjortnes;SN18690;30.09.2024;12,8
Oslo - Blindern;SN18700;30.09.2024;12,2
Oslo - Bygdøy Ii;SN18810;30.09.2024;12,3
Oslo - Hovin;SN18210;30.09.2024;12,9
Stavanger - Våland;SN44640;30.09.2024;14,7
Lade;SN68050;30.09.2024;10
Åsane;SN50810;30.09.2024;14,5
Skredderdalen;SN50570;30.09.2024;13,2
Bergen - Florida;SN50540;30.09.2024;15,3
Bergen - Florida Uib;SN50539;30.09.2024;15,3
Gullfjellet;SN50865;30.09.2024;12,1
Sædalen;SN50503;30.09.2024;13,6
Flesland;SN50500;30.09.2024;14,8
E18 Hjortnes;SN18690;01.10.2024;14,2
Oslo - Blindern;SN18700;01.10.2024;13,3
Oslo - Bygdøy Ii;SN18810;01.10.2024;13,4
Oslo - Hovin;SN18210;01.10.2024;12,4
Stavanger - Våland;SN44640;01.10.2024;15,4
Lade;SN68050;01.10.2024;12,4
Åsane;SN50810;01.10.2024;16
Skredderdalen;SN50570;01.10.2024;10,2
Bergen - Florida;SN50540;01.10.2024;17
Bergen - Florida Uib;SN50539;01.10.2024;17,1
Gullfjellet;SN50865;01.10.2024;13,8
Sædalen;SN50503;01.10.2024;15,2
Flesland;SN50500;01.10.2024;15
E18 Hjortnes;SN18690;02.10.2024;15,5
Oslo - Blindern;SN18700;02.10.2024;15,5
Oslo - Bygdøy Ii;SN18810;02.10.2024;15,9
Oslo - Hovin;SN18210;02.10.2024;15
Stavanger - Våland;SN44640;02.10.2024;14,8
Lade;SN68050;02.10.2024;9,8
Åsane;SN50810;02.10.2024;13,7
Skredderdalen;SN50570;02.10.2024;11,6
Bergen - Florida;SN50540;02.10.2024;15,1
Bergen - Florida Uib;SN50539;02.10.2024;15,2
Gullfjellet;SN50865;02.10.2024;12,1
Sædalen;SN50503;02.10.2024;13,8
E18 Hjortnes;SN18690;03.10.2024;14,7
Oslo - Blindern;SN18700;03.10.2024;15,5
Oslo - Bygdøy Ii;SN18810;03.10.2024;16
Oslo - Hovin;SN18210;03.10.2024;14,9
Stavanger - Våland;SN44640;03.10.2024;14,2
Lade;SN68050;03.10.2024;12,1
Åsane;SN50810;03.10.2024;12,6
Skredderdalen;SN50570;03.10.2024;10,8
Bergen - Florida;SN50540;03.10.2024;14,2
Bergen - Florida Uib;SN50539;03.10.2024;14,3
Gullfjellet;SN50865;03.10.2024;10,1
Sædalen;SN50503;03.10.2024;12
Flesland;SN50500;03.10.2024;12,8
E18 Hjortnes;SN18690;04.10.2024;12,7
Oslo - Blindern;SN18700;04.10.2024;12,5
Oslo - Bygdøy Ii;SN18810;04.10.2024;13,2
Oslo - Hovin;SN18210;04.10.2024;12,5
Stavanger - Våland;SN44640;04.10.2024;14
Lade;SN68050;04.10.2024;9,5
Åsane;SN50810;04.10.2024;12
Skredderdalen;SN50570;04.10.2024;10,5
Bergen - Florida;SN50540;04.10.2024;14,2
Bergen - Florida Uib;SN50539;04.10.2024;14,4
Gullfjellet;SN50865;04.10.2024;10,2
Sædalen;SN50503;04.10.2024;12,8
Flesland;SN50500;04.10.2024;12,5
E18 Hjortnes;SN18690;05.10.2024;11,6
Oslo - Blindern;SN18700;05.10.2024;11,2
Oslo - Bygdøy Ii;SN18810;05.10.2024;12
Oslo - Hovin;SN18210;05.10.2024;11,1
Stavanger - Våland;SN44640;05.10.2024;14,3
Lade;SN68050;05.10.2024;7,9
Åsane;SN50810;05.10.2024;11,9
Skredderdalen;SN50570;05.10.2024;10,2
Bergen - Florida;SN50540;05.10.2024;11,9
Bergen - Florida Uib;SN50539;05.10.2024;11,9
Gullfjellet;SN50865;05.10.2024;9,8
Sædalen;SN50503;05.10.2024;10,1
Flesland;SN50500;05.10.2024;12
E18 Hjortnes;SN18690;06.10.2024;15,7
Oslo - Blindern;SN18700;06.10.2024;15,5
Oslo - Bygdøy Ii;SN18810;06.10.2024;16,1
Oslo - Hovin;SN18210;06.10.2024;15,1
Stavanger - Våland;SN44640;06.10.2024;14,4
Lade;SN68050;06.10.2024;7,8
Åsane;SN50810;06.10.2024;12,7
Skredderdalen;SN50570;06.10.2024;11,5
Bergen - Florida;SN50540;06.10.2024;13,4
Bergen - Florida Uib;SN50539;06.10.2024;13,4
Gullfjellet;SN50865;06.10.2024;10,4
Sædalen;SN50503;06.10.2024;11,4
Flesland;SN50500;06.10.2024;12,9
E18 Hjortnes;SN18690;07.10.2024;12,2
Oslo - Blindern;SN18700;07.10.2024;11,4
Oslo - Bygdøy Ii;SN18810;07.10.2024;11,2
Oslo - Hovin;SN18210;07.10.2024;11,2
Stavanger - Våland;SN44640;07.10.2024;13,1
Lade;SN68050;07.10.2024;9,6
Åsane;SN50810;07.10.2024;14,4
Skredderdalen;SN50570;07.10.2024;12
Bergen - Florida;SN50540;07.10.2024;15,3
Bergen - Florida Uib;SN50539;07.10.2024;15,6
Gullfjellet;SN50865;07.10.2024;12,5
Sædalen;SN50503;07.10.2024;14,2
Flesland;SN50500;07.10.2024;14,4
E18 Hjortnes;SN18690;08.10.2024;13,1
Oslo - Blindern;SN18700;08.10.2024;12
Oslo - Bygdøy Ii;SN18810;08.10.2024;12,7
Oslo - Hovin;SN18210;08.10.2024;12,7
Stavanger - Våland;SN44640;08.10.2024;16,2
Lade;SN68050;08.10.2024;12,7
Åsane;SN50810;08.10.2024;14,4
Skredderdalen;SN50570;08.10.2024;12,4
Bergen - Florida;SN50540;08.10.2024;13,9
Bergen - Florida Uib;SN50539;08.10.2024;13,8
Gullfjellet;SN50865;08.10.2024;12,5
Sædalen;SN50503;08.10.2024;12,8
Flesland;SN50500;08.10.2024;13,6
Oslo - Blindern;SN18700;09.10.2024;13
Oslo - Bygdøy Ii;SN18810;09.10.2024;13,5
Oslo - Hovin;SN18210;09.10.2024;13
Stavanger - Våland;SN44640;09.10.2024;14,1
Lade;SN68050;09.10.2024;11,7
Åsane;SN50810;09.10.2024;11,7
Skredderdalen;SN50570;09.10.2024;10,7
Bergen - Florida;SN50540;09.10.2024;12,3
Bergen - Florida Uib;SN50539;09.10.2024;12,2
Gullfjellet;SN50865;09.10.2024;11,5
Sædalen;SN50503;09.10.2024;13
Flesland;SN50500;09.10.2024;11,9
E18 Hjortnes;SN18690;10.10.2024;13,8
Oslo - Blindern;SN18700;10.10.2024;13
Oslo - Bygdøy Ii;SN18810;10.10.2024;13,3
Oslo - Hovin;SN18210;10.10.2024;13,8
Stavanger - Våland;SN44640;10.10.2024;11,3
Lade;SN68050;10.10.2024;9,8
Åsane;SN50810;10.10.2024;8,8
Skredderdalen;SN50570;10.10.2024;8,2
Bergen - Florida;SN50540;10.10.2024;10,6
Bergen - Florida Uib;SN50539;10.10.2024;10,5
Gullfjellet;SN50865;10.10.2024;8,4
Sædalen;SN50503;10.10.2024;8,4
Flesland;SN50500;10.10.2024;9,4
E18 Hjortnes;SN18690;11.10.2024;10,2
Oslo - Blindern;SN18700;11.10.2024;10
Oslo - Bygdøy Ii;SN18810;11.10.2024;10,3
Oslo - Hovin;SN18210;11.10.2024;9,3
Stavanger - Våland;SN44640;11.10.2024;9,6
Lade;SN68050;11.10.2024;7,1
Åsane;SN50810;11.10.2024;4,9
Skredderdalen;SN50570;11.10.2024;4,1
Bergen - Florida;SN50540;11.10.2024;6,5
Bergen - Florida Uib;SN50539;11.10.2024;6,4
Gullfjellet;SN50865;11.10.2024;2,6
Sædalen;SN50503;11.10.2024;4,9
Flesland;SN50500;11.10.2024;6,4
E18 Hjortnes;SN18690;12.10.2024;7,7
Oslo - Blindern;SN18700;12.10.2024;6,8
Oslo - Bygdøy Ii;SN18810;12.10.2024;7,1
Oslo - Hovin;SN18210;12.10.2024;6,9
Stavanger - Våland;SN44640;12.10.2024;10,1
Lade;SN68050;12.10.2024;7,9
Åsane;SN50810;12.10.2024;9,5
Skredderdalen;SN50570;12.10.2024;7,5
Bergen - Florida;SN50540;12.10.2024;9,5
Bergen - Florida Uib;SN50539;12.10.2024;9,5
Gullfjellet;SN50865;12.10.2024;6,7
Sædalen;SN50503;12.10.2024;7,7
Flesland;SN50500;12.10.2024;8,6
E18 Hjortnes;SN18690;13.10.2024;10,8
Oslo - Blindern;SN18700;13.10.2024;9,7
Oslo - Bygdøy Ii;SN18810;13.10.2024;10,3
Oslo - Hovin;SN18210;13.10.2024;9,8
Stavanger - Våland;SN44640;13.10.2024;9,3
Lade;SN68050;13.10.2024;12,2
Åsane;SN50810;13.10.2024;8,2
Skredderdalen;SN50570;13.10.2024;7,3
Bergen - Florida;SN50540;13.10.2024;9,2
Bergen - Florida Uib;SN50539;13.10.2024;9,2
Gullfjellet;SN50865;13.10.2024;6,8
Sædalen;SN50503;13.10.2024;8,5
Flesland;SN50500;13.10.2024;8,3
E18 Hjortnes;SN18690;14.10.2024;9,5
Oslo - Blindern;SN18700;14.10.2024;8,3
Oslo - Bygdøy Ii;SN18810;14.10.2024;9
Oslo - Hovin;SN18210;14.10.2024;8,1
Stavanger - Våland;SN44640;14.10.2024;10
Lade;SN68050;14.10.2024;9,1
Åsane;SN50810;14.10.2024;8,9
Skredderdalen;SN50570;14.10.2024;5,5
Bergen - Florida;SN50540;14.10.2024;9,6
Bergen - Florida Uib;SN50539;14.10.2024;9,8
Gullfjellet;SN50865;14.10.2024;6,6
Sædalen;SN50503;14.10.2024;7,8
Flesland;SN50500;14.10.2024;8,7
E18 Hjortnes;SN18690;15.10.2024;9,3
Oslo - Blindern;SN18700;15.10.2024;8,6
Oslo - Bygdøy Ii;SN18810;15.10.2024;8,6
Oslo - Hovin;SN18210;15.10.2024;8,7
Stavanger - Våland;SN44640;15.10.2024;12,3
Lade;SN68050;15.10.2024;6,2
Åsane;SN50810;15.10.2024;11,4
Skredderdalen;SN50570;15.10.2024;10
Bergen - Florida;SN50540;15.10.2024;12,1
Bergen - Florida Uib;SN50539;15.10.2024;12,1
Gullfjellet;SN50865;15.10.2024;8,2
Sædalen;SN50503;15.10.2024;10,3
Flesland;SN50500;15.10.2024;11
E18 Hjortnes;SN18690;16.10.2024;9,5
Oslo - Blindern;SN18700;16.10.2024;9,6
Oslo - Bygdøy Ii;SN18810;16.10.2024;9,4
Oslo - Hovin;SN18210;16.10.2024;9,8
Stavanger - Våland;SN44640;16.10.2024;13,1
Lade;SN68050;16.10.2024;7,8
Åsane;SN50810;16.10.2024;16,8
Skredderdalen;SN50570;16.10.2024;16,8
Bergen - Florida;SN50540;16.10.2024;17,7
Bergen - Florida Uib;SN50539;16.10.2024;17,8
Gullfjellet;SN50865;16.10.2024;15,4
Sædalen;SN50503;16.10.2024;16,2
Flesland;SN50500;16.10.2024;16,2
E18 Hjortnes;SN18690;17.10.2024;9,9
Oslo - Blindern;SN18700;17.10.2024;8,8
Oslo - Bygdøy Ii;SN18810;17.10.2024;9,2
Oslo - Hovin;SN18210;17.10.2024;9,3
Stavanger - Våland;SN44640;17.10.2024;15,5
Lade;SN68050;17.10.2024;14,8
Åsane;SN50810;17.10.2024;18,9
Skredderdalen;SN50570;17.10.2024;18,3
Bergen - Florida;SN50540;17.10.2024;19,3
Bergen - Florida Uib;SN50539;17.10.2024;19,3
Gullfjellet;SN50865;17.10.2024;17,5
Sædalen;SN50503;17.10.2024;17,6
Flesland;SN50500;17.10.2024;17,9
E18 Hjortnes;SN18690;18.10.2024;11,4
Oslo - Blindern;SN18700;18.10.2024;10,8
Oslo - Bygdøy Ii;SN18810;18.10.2024;11,2
Oslo - Hovin;SN18210;18.10.2024;11,1
Stavanger - Våland;SN44640;18.10.2024;15,8
Lade;SN68050;18.10.2024;13,5
Åsane;SN50810;18.10.2024;15,1
Skredderdalen;SN50570;18.10.2024;13,6
Bergen - Florida;SN50540;18.10.2024;16
Bergen - Florida Uib;SN50539;18.10.2024;16
Gullfjellet;SN50865;18.10.2024;12,7
Sædalen;SN50503;18.10.2024;14,7
Flesland;SN50500;18.10.2024;15,4
E18 Hjortnes;SN18690;19.10.2024;13,4
Oslo - Blindern;SN18700;19.10.2024;12,7
Oslo - Bygdøy Ii;SN18810;19.10.2024;12,8
Oslo - Hovin;SN18210;19.10.2024;13
Stavanger - Våland;SN44640;19.10.2024;15,5
Lade;SN68050;19.10.2024;17,8
Åsane;SN50810;19.10.2024;16,1
Skredderdalen;SN50570;19.10.2024;14,6
Bergen - Florida;SN50540;19.10.2024;16,9
Bergen - Florida Uib;SN50539;19.10.2024;16,9
Gullfjellet;SN50865;19.10.2024;15,2
Sædalen;SN50503;19.10.2024;15,8
Flesland;SN50500;19.10.2024;15,6
E18 Hjortnes;SN18690;20.10.2024;12,9
Oslo - Blindern;SN18700;20.10.2024;12,2
Oslo - Bygdøy Ii;SN18810;20.10.2024;13,1
Oslo - Hovin;SN18210;20.10.2024;12,8
Stavanger - Våland;SN44640;20.10.2024;13,1
Lade;SN68050;20.10.2024;15,9
Åsane;SN50810;20.10.2024;13,9
Skredderdalen;SN50570;20.10.2024;12,4
Bergen - Florida;SN50540;20.10.2024;14,3
Bergen - Florida Uib;SN50539;20.10.2024;14,3
Gullfjellet;SN50865;20.10.2024;12,9
Sædalen;SN50503;20.10.2024;12,3
Flesland;SN50500;20.10.2024;13,7
E18 Hjortnes;SN18690;21.10.2024;15,4
Oslo - Blindern;SN18700;21.10.2024;15,2
Oslo - Bygdøy Ii;SN18810;21.10.2024;15,9
Oslo - Hovin;SN18210;21.10.2024;14,9
